Country Name,Country Code,Series Name,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
India,IND,Emission Totals - Emissions (N2O) - Farm-gate emissions,CC.ENO.FGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.222,463.4009,476.6792,487.9112,506.3277,515.6183,530.8597,546.8615,557.6202,565.2836,551.4923,561.7172,538.4508,559.5025,577.6198,605.2654,634.1427,651.2548,661.9381,673.2151,696.698,719.9671,709.7823,718.6834,723.3328,723.4873,717.2099,728.0026,746.5459,737.0067,,,
India,IND,Emission Totals - Emissions (N2O) - Fires in humid tropical forests,CC.ENO.FTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6446,1.6446,1.6446,1.6446,1.6446,1.6446,0.8042,0.5923,0.5807,0.9534,0.6298,0.6874,0.2035,1.4429,2.1173,1.2983,2.3326,1.9859,1.711,3.9126,4.4938,1.3454,3.1085,2.2593,2.4338,1.3791,1.8961,1.7475,0.8459,0.71,,,
India,IND,Emission Totals - Emissions (N2O) - Forest fires,CC.ENO.FFR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9504,6.9504,6.9504,6.9504,6.9504,6.9504,1.4875,1.2744,1.2979,2.7209,1.5345,2.0722,1.5235,6.1787,9.4023,5.4398,5.4673,9.4598,5.5373,17.7219,13.6744,6.9032,16.3756,9.3294,7.6861,5.8846,7.7072,12.5419,10.3493,5.2386,,,
India,IND,Emission Totals - Emissions (N2O) - IPCC Agriculture,CC.ENO.IPA,,199.3068,199.7768,200.6491,205.8259,203.7402,212.3777,220.7973,228.3019,233.7567,237.2909,246.0385,248.0064,250.5383,248.8423,275.3213,271.069,286.107,301.6815,305.9176,315.8423,329.9938,332.0815,355.496,372.9911,383.6113,403.7993,386.8489,425.6552,431.4544,444.9307,457.5483,470.6004,481.2873,499.141,508.1183,521.922,537.0092,547.9811,555.5126,541.9174,552.5531,529.2056,550.186,568.0774,596.2828,624.1164,650.3499,661.0048,672.1328,695.6505,718.9042,708.8388,706.9118,711.5718,722.4976,716.288,727.1004,745.6255,736.9209,,,
India,IND,Emission Totals - Emissions (N2O) - Land Use change,CC.ENO.LUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6446,1.6446,1.6446,1.6446,1.6446,1.6446,0.8042,0.5923,0.5807,0.9534,0.6298,0.6874,0.2035,1.4429,2.1173,1.2983,2.3326,1.9859,1.711,3.9126,4.4938,1.3454,3.1085,2.2593,2.4338,1.3791,1.8961,1.7475,0.8459,0.71,,,
India,IND,Emission Totals - Emissions (N2O) - LULUCF,CC.ENO.LUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9504,6.9504,6.9504,6.9504,6.9504,6.9504,1.4875,1.2744,1.2979,2.7209,1.5345,2.0722,1.5235,6.1787,9.4023,5.4398,5.4673,9.4598,5.5373,17.7219,13.6744,6.9032,16.3756,9.3294,7.6861,5.8846,7.7072,12.5419,10.3493,5.2386,,,
India,IND,Emission Totals - Emissions (N2O) - Manure applied to Soils,CC.ENO.SAS,,28.7474,28.474,28.3902,28.5995,28.6122,29.3087,29.3151,29.645,29.8661,29.9132,30.282,30.6498,30.7225,31.0876,31.3413,31.7764,32.1412,32.7844,33.5867,34.2446,34.9294,35.8069,36.5919,37.2108,37.6997,38.3483,38.4802,38.9743,39.4782,40.0113,40.5357,41.2154,41.5173,41.8843,42.2202,42.5683,42.7727,42.9764,43.1803,43.389,43.7473,44.0357,44.4669,45.3799,46.338,47.2888,48.6134,48.6856,48.7974,48.9614,49.0482,49.1054,49.1013,49.1786,49.9028,50.3558,50.826,51.3752,51.4855,,,
India,IND,Emission Totals - Emissions (N2O) - Manure left on Pasture,CC.ENO.MLP,,121.4419,119.8252,119.4513,119.9387,119.8539,124.441,123.4169,124.9719,125.8813,125.4108,127.0804,128.9968,128.5658,130.6401,131.9573,134.1708,136.0141,139.0116,143.1608,146.2824,149.5575,153.8049,157.1352,159.5763,160.9439,163.974,166.8283,168.7341,170.6334,172.5738,174.5933,177.3405,178.676,180.4207,182.0064,183.6851,184.7243,185.2809,185.7949,186.0228,187.4539,188.4173,189.945,193.9722,198.3201,202.3628,208.8717,208.8809,209.0334,209.4601,209.6042,209.5339,209.0936,209.3404,213.4308,216.1086,218.6982,221.5257,223.5402,,,
India,IND,Emission Totals - Emissions (N2O) - Manure Management,CC.ENO.MMA,,7.7237,7.726,7.7305,7.8236,7.8554,7.8689,7.9679,8.029,8.083,8.1592,8.2367,8.2936,8.3991,8.4761,8.5434,8.6323,8.7185,8.9207,9.1225,9.3318,9.5542,9.8202,10.0186,10.1644,10.3067,10.4732,10.4781,10.6312,10.7869,10.9567,11.1144,11.3005,11.3929,11.4874,11.5792,11.6742,11.7391,11.7995,11.8637,11.9509,12.0211,12.0935,12.1913,12.4297,12.6713,12.9366,13.2027,13.1883,13.1823,13.1808,13.165,13.1451,13.1252,13.1031,13.2929,13.3632,13.4451,13.549,13.5682,,,
India,IND,Emission Totals - Emissions (N2O) - On-farm energy use,CC.ENO.OEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2912,5.8526,6.0788,6.6239,7.1867,7.5,8.9377,9.8523,9.6391,9.771,9.5749,9.1641,9.2453,9.3165,9.5425,8.9826,10.0262,0.9049,0.9333,1.0823,1.0475,1.0629,0.9435,11.7716,11.761,0.9896,0.9219,0.9022,0.9203,0.0858,,,
India,IND,Emission Totals - Emissions (N2O) - Savanna fires,CC.ENO.SVF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5708,0.5708,0.5708,0.5708,0.5708,0.5708,0.3564,0.2453,0.4,0.4448,0.3293,0.3017,0.2012,0.4075,0.8079,0.3844,0.4619,0.6096,0.611,1.1779,0.7658,0.664,1.1299,0.5129,0.5807,0.426,0.6604,0.7487,0.828,0.4783,,,
India,IND,Emission Totals - Emissions (N2O) - Synthetic Fertilizers,CC.ENO.SFE,,5.2012,6.9335,7.8455,11.5601,11.9682,15.3621,21.5418,25.1648,28.2339,30.7949,37.4369,38.2906,38.0824,36.7644,57.2298,51.1562,60.6528,71.1989,72.8354,76.5833,84.7161,84.179,96.5552,111.0469,119.7232,135.9369,118.7425,149.0294,148.892,157.5245,167.5349,175.4567,182.7886,197.9528,204.5258,214.7922,226.9931,236.4014,241.2423,227.3742,235.494,217.9839,230.6569,243.8758,264.93,286.5209,300.1964,309.4859,323.9475,342.5261,361.617,350.2352,348.761,352.9149,361.7161,348.4549,353.0898,367.0443,356.1963,,,
India,IND,Emission Totals - Indirect emissions (N2O) - AFOLU,CC.IEN.AFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.474,100.4854,103.4723,105.9711,110.2809,112.4292,115.7381,119.3687,121.9513,123.6433,120.3406,122.8445,117.5509,122.1746,126.436,133.2234,139.8892,145.783,148.2316,151.0265,156.4918,161.8721,159.1654,158.7403,159.7878,162.6886,160.8162,163.2002,167.588,165.6126,,,
India,IND,Emission Totals - Indirect emissions (N2O) - Agricultural Soils,CC.IEN.AGS,,41.1696,41.369,41.617,42.8319,42.509,44.3832,46.2957,47.9031,49.0966,49.899,51.925,52.3695,52.8607,52.5681,58.7472,57.666,61.0787,64.7692,65.8553,68.1091,71.4164,72.0346,77.1893,81.3388,83.8332,88.6734,84.7769,93.8279,94.9551,97.474,100.4854,103.4723,105.9711,110.2809,112.4292,115.7381,119.3687,121.9513,123.6433,120.3406,122.8445,117.5509,122.1746,126.436,133.2234,139.8892,145.783,148.2316,151.0265,156.4918,161.8721,159.1654,158.7403,159.7878,162.6886,160.8162,163.2002,167.588,165.6126,,,
India,IND,Emission Totals - Indirect emissions (N2O) - Crop Residues,CC.IEN.CRE,,6.2577,6.3601,6.4377,6.5566,6.108,6.0986,6.6669,7.008,7.2128,7.4508,7.4429,7.2202,7.7541,7.2293,8.0213,7.8488,8.4335,8.6437,8.1771,8.5765,8.9098,8.418,9.6216,9.5822,9.5793,9.6049,9.1191,10.1887,10.8,10.6354,10.6134,10.9004,11.1884,11.2717,11.3379,11.6304,11.9354,12.0334,12.3677,12.3444,12.4781,11.2033,12.3,12.1355,12.4976,12.6542,13.4268,13.6535,12.92,13.7829,14.5065,14.6739,14.7718,14.7959,14.3021,14.9591,15.5023,15.6918,15.7621,,,
India,IND,Emission Totals - Indirect emissions (N2O) - Emissions on agricultural land,CC.IEN.EAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.474,100.4854,103.4723,105.9711,110.2809,112.4292,115.7381,119.3687,121.9513,123.6433,120.3406,122.8445,117.5509,122.1746,126.436,133.2234,139.8892,145.783,148.2316,151.0265,156.4918,161.8721,159.1654,158.7403,159.7878,162.6886,160.8162,163.2002,167.588,165.6126,,,
India,IND,Emission Totals - Indirect emissions (N2O) - Farm-gate emissions,CC.IEN.FGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.474,100.4854,103.4723,105.9711,110.2809,112.4292,115.7381,119.3687,121.9513,123.6433,120.3406,122.8445,117.5509,122.1746,126.436,133.2234,139.8892,145.783,148.2316,151.0265,156.4918,161.8721,159.1654,158.7403,159.7878,162.6886,160.8162,163.2002,167.588,165.6126,,,
India,IND,Emission Totals - Indirect emissions (N2O) - IPCC Agriculture,CC.IEN.IPA,,41.1696,41.369,41.617,42.8319,42.509,44.3832,46.2957,47.9031,49.0966,49.899,51.925,52.3695,52.8607,52.5681,58.7472,57.666,61.0787,64.7692,65.8553,68.1091,71.4164,72.0346,77.1893,81.3388,83.8332,88.6734,84.7769,93.8279,94.9551,97.474,100.4854,103.4723,105.9711,110.2809,112.4292,115.7381,119.3687,121.9513,123.6433,120.3406,122.8445,117.5509,122.1746,126.436,133.2234,139.8892,145.783,148.2316,151.0265,156.4918,161.8721,159.1654,158.7403,159.7878,162.6886,160.8162,163.2002,167.588,165.6126,,,
India,IND,Emission Totals - Indirect emissions (N2O) - Manure applied to Soils,CC.IEN.SAS,,8.5738,8.4922,8.4673,8.5297,8.5335,8.7412,8.7431,8.8415,8.9074,8.9215,9.0315,9.1412,9.1628,9.2718,9.3474,9.4772,9.586,9.7778,10.0171,10.2133,10.4175,10.6793,10.9134,11.098,11.2438,11.4372,11.4765,11.6239,11.7742,11.9332,12.0896,12.2923,12.3824,12.4918,12.592,12.6958,12.7568,12.8175,12.8783,12.9406,13.0474,13.1334,13.2621,13.5344,13.8201,14.1037,14.4987,14.5203,14.5536,14.6025,14.6284,14.6455,14.6442,14.6673,14.8833,15.0184,15.1586,15.3224,15.3553,,,
India,IND,Emission Totals - Indirect emissions (N2O) - Manure left on Pasture,CC.IEN.MLP,,25.0623,24.816,24.7877,24.9102,24.9319,25.7753,25.6019,25.8811,26.0511,25.9733,26.2681,26.6161,26.6027,27.0494,27.341,27.7923,28.1822,28.8839,29.7958,30.5347,31.3097,32.2897,32.9709,33.4207,33.644,34.2883,35.0557,35.461,35.8602,36.2673,36.6889,37.2431,37.5654,37.9629,38.3326,38.727,38.9989,39.1152,39.2247,39.2846,39.5562,39.7463,40.0363,40.9475,41.9228,42.8526,44.2244,44.1462,44.094,44.0906,44.0387,43.9393,43.7791,43.7606,44.7804,45.3686,45.9324,46.544,47.1262,,,
India,IND,Emission Totals - Indirect emissions (N2O) - Synthetic Fertilizers,CC.IEN.SFE,,1.2758,1.7007,1.9244,2.8355,2.9356,3.7681,5.2838,6.1725,6.9253,7.5535,9.1826,9.392,9.341,9.0177,14.0375,12.5477,14.8771,17.4639,17.8653,18.7846,20.7794,20.6477,23.6834,27.2379,29.3661,33.343,29.1255,36.5544,36.5207,38.6381,41.0935,43.0365,44.8349,48.5545,50.1667,52.6849,55.6776,57.9852,59.1726,55.771,57.7627,53.4678,56.5762,59.8186,64.9828,70.2787,73.6331,75.9116,79.4588,84.0158,88.6985,85.9067,85.5452,86.564,88.7228,85.4701,86.6069,90.0297,87.3689,,,
India,IND,Employment by sector and gender (% of total) - Agriculture - Female,CC.ESG.AGFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7173008918762,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Agriculture - Male,CC.ESG.AGMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3715901374817,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Commerce - Female,CC.ESG.CMFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64343354105949,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Commerce - Male,CC.ESG.CMMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6881142854691,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Construction - Female,CC.ESG.CNFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.46544981002808,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Construction - Male,CC.ESG.CNMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.87752324342728,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Electricity and utilities - Female,CC.ESG.EUFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0444652250735089,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Electricity and utilities - Male,CC.ESG.EUMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.379960099235177,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Financial and Business Services - Female,CC.ESG.FBFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01394401863217,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Financial and Business Services - Male,CC.ESG.FBMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.60926112532616,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Industry - Female,CC.ESG.INFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8472681641579,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Industry - Male,CC.ESG.INMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4107995629311,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Manufacturing - Female,CC.ESG.MAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9572172164917,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Manufacturing - Male,CC.ESG.MAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4345079064369,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Mining - Female,CC.ESG.MIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38013516459614,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Mining - Male,CC.ESG.MIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.718808081001043,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Other services - Female,CC.ESG.OSFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.36558619141579,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Other services - Male,CC.ESG.OSMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.08713535964489,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Public Administration - Female,CC.ESG.PAFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92022055760026,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Public Administration - Male,CC.ESG.PAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51955352723598,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Public sector employment - Female,CC.ESG.PSFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Public sector employment - Male,CC.ESG.PSMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Services - Female,CC.ESG.SEFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.435432434082,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Services - Male,CC.ESG.SEMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2176088094711,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Transport & Communication - Female,CC.ESG.TCFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.492248963564634,,,,,,,,,,,,,,,
India,IND,Employment by sector and gender (% of total) - Transport & Communication - Male,CC.ESG.TCMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.31354451179504,,,,,,,,,,,,,,,
India,IND,Energy intensity of the economy (kWh per 2011$PPP),CC.EG.INTS.KW,,,,,,0.995,1.041,1.016,1.094,1.184,1.135,1.151,1.182,1.122,1.197,1.167,1.252,1.316,1.385,1.562,1.557,1.745,1.758,1.823,1.949,2.042,2.074,2.081,2.077,2.111,2.118,2.174,2.15,2.048,2.044,2.045,1.952,1.937,1.906,1.835,1.835,1.741,1.717,1.625,1.614,1.508,1.427,1.402,1.295,1.311,1.226,1.168,1.163,1.174,1.178,1.13,1.105,,,,,,
India,IND,Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.4,,,,,,,,
India,IND,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,,,,,,,,10.7,,,,,,,,
India,IND,Food GHG emissions by system stage (Share of total) - Consumption,CC.FGHG.SYS.CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81955280075096,1.83348547514894,1.83895902491949,1.86838036698157,1.91849188417731,1.9571264784047,1.99039874907329,2.06057893356317,2.1168796047358,2.1495699916875,2.19694610315421,2.17698080899936,2.25693320169432,2.2650700188329,2.32339444924107,2.31469166972759,2.31166491844646,2.30361338331415,2.33743165591478,2.39216479026499,2.42128176194483,2.4564920324732,2.45272607254106,2.49620963679411,2.57879835265634,2.61333684609687,,,,,,,
India,IND,Food GHG emissions by system stage (Share of total) - End_of_Life,CC.FGHG.SYS.EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5278673751768,13.5818025679431,13.7104199914844,13.7885938716873,13.8569585272543,13.8880879420267,14.1248531942264,14.2658037521247,14.334251218236,14.4672127554805,14.6622422458177,14.8576150745123,15.2901114565741,15.2950238880579,15.22143859891,15.2371381825296,15.1343420873384,14.9442868879007,15.101949824251,15.0362690047867,15.0322060599103,15.0255658395078,14.8828194460051,14.9529176862077,14.8620754005535,14.9843206673936,,,,,,,
India,IND,Food GHG emissions by system stage (Share of total) - LULUC (Production),CC.FGHG.SYS.LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68356069573633,1.65181760663202,1.63124579716405,1.60592605009841,1.58016616330446,1.55519819397553,0.907320441135826,0.875429285648556,0.865573858909837,1.02098650911266,0.887216262608086,0.906089071436099,0.823305307199927,1.19226497042667,1.5039461810025,1.11904076651064,1.13571197758631,1.33625874657083,1.08036581057517,2.01139224928639,1.86521358041467,1.30899910781544,1.85913112394968,1.31812172183983,1.25575334996754,1.03376118739356,,,,,,,
India,IND,Food GHG emissions by system stage (Share of total) - Packaging,CC.FGHG.SYS.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19258653738909,2.26833005038572,2.12807870197595,2.18585754187862,2.38915986343843,2.38062468055884,2.35242496478343,2.32703738302951,2.66404903683229,2.90874272493202,3.28338999553371,3.34974982675161,3.43781910373531,3.40010116120776,3.48685149238944,3.47165558379925,3.52995272259945,3.8007193602929,3.58182821216579,3.80072342994549,3.82962768575793,4.1519391909301,5.12348574280385,5.70134481493565,6.14919645118821,6.19108988522078,,,,,,,
India,IND,Food GHG emissions by system stage (Share of total) - Processing,CC.FGHG.SYS.PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.676121784779978,0.705811407945041,0.71937234864824,0.726773662174299,0.743179896902681,0.848012653222216,0.863485521564507,0.829087815875194,0.886862809694949,0.902966140145164,0.898492161525322,0.915160561804087,0.946839768433552,0.934176539860824,0.966187969455154,0.979173608455933,1.00822074019384,1.03221414201463,1.01722948222662,1.04667974223529,1.19103156449766,1.28415618724843,1.24499210046354,1.23110556145213,1.36207964145129,1.41927612069574,,,,,,,
India,IND,Food GHG emissions by system stage (Share of total) - Production,CC.FGHG.SYS.PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8247931674198,78.6116650061701,78.6330505083085,78.5644767217811,78.2225586108077,78.0027073974173,78.3185736453856,78.1597266667381,77.7915249362332,77.0991281152385,76.6193680365554,76.3304348594626,75.6885844477386,75.3208010510132,74.8407783381647,75.116096322744,75.0911504046934,74.5264959050836,74.5738745783352,73.2007689487839,72.9772992030943,72.9140997838687,71.478705163577,71.323876375744,70.7602343720366,70.5179208435347,,,,,,,
India,IND,Food GHG emissions by system stage (Share of total) - Retail,CC.FGHG.SYS.RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34962269588249,0.39164933072775,0.372039377116814,0.34447932884254,0.371274796554383,0.380039996981342,0.391665734073863,0.422823345470487,0.270859910365431,0.332530553087212,0.322889375249916,0.325854268169865,0.355876343827244,0.368237856342391,0.332695915473544,0.349268470949813,0.362012635842529,0.377564882441054,0.395335775279559,0.449813420527765,0.481936109435808,0.513861879556129,0.528778171705203,0.541211584855183,0.559906874784248,0.58118189660295,,,,,,,
India,IND,Food GHG emissions by system stage (Share of total) - Transport,CC.FGHG.SYS.TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.925894942864477,0.955438555047297,0.966834250382473,0.915512456556173,0.918210257560758,0.988202657413374,1.05127774975706,1.05951281755028,1.06999862499241,1.11886321031638,1.12945581955564,1.13811552886405,1.20053037079697,1.2243245142584,1.32470705536362,1.41293539528321,1.42694451329964,1.67884669238219,1.91198466125182,2.06218841416947,2.20140403494456,2.34488597860017,2.4293621789545,2.43521261817142,2.47195555736232,2.65911255306176,,,,,,,
India,IND,Fossil-fuel pre-tax subsidies (consumption and production) USD per capita,CC.EG.SUBF.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.41743,14.82686,14.72241,22.28168,15.99051,,,
India,IND,Freight volume by mode (billion tons-km) - Air transport,CC.FRVOL.MOD.AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70396417383,,,,
India,IND,Freight volume by mode (billion tons-km) - Inland waterway transport,CC.FRVOL.MOD.IW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1395592615148,,,,
India,IND,Freight volume by mode (billion tons-km) - Rail transport,CC.FRVOL.MOD.RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.592615124573,,,,
India,IND,Freight volume by mode (billion tons-km) - Road transport,CC.FRVOL.MOD.RO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333.31177147834,,,,
India,IND,Gas pipeline capacity by project status (barrels of oil equivalent per day) - Cancelled,CC.GAS.PPBC.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855877,
India,IND,Gas pipeline capacity by project status (barrels of oil equivalent per day) - Construction,CC.GAS.PPBC.CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1816967,
India,IND,Gas pipeline capacity by project status (barrels of oil equivalent per day) - In Development (Proposed + Construction),CC.GAS.PPBC.ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2762304,
India,IND,Gas pipeline capacity by project status (barrels of oil equivalent per day) - Mothballed,CC.GAS.PPBC.MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
India,IND,Gas pipeline capacity by project status (barrels of oil equivalent per day) - Operating,CC.GAS.PPBC.OP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2704649,
India,IND,Gas pipeline capacity by project status (barrels of oil equivalent per day) - Proposed,CC.GAS.PPBC.PR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945338,
India,IND,Gas pipeline capacity by project status (barrels of oil equivalent per day) - Retired,CC.GAS.PPBC.RT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
India,IND,Gas pipeline capacity by project status (barrels of oil equivalent per day) - Shelved,CC.GAS.PPBC.SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108835,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029883876.1839,39232435784.0358,42161481858.0819,48421923459.1235,56480289940.9899,59554854575.8085,45865462034.2857,50134942204,53085455870.6667,58447995017.3333,62422483054.6667,67350988021.3932,71463193831.0092,85515269585.4,99525899116.054,98472796456.884,102717164466.397,121487322475.912,137300295313.3,152991653793.77,186325345086.661,193490610029.789,200715145363.148,218262273406.969,212158234167.312,232511877841.698,248985994040.59,279033584092.223,296588994812.354,296042354984.876,320979026420.035,270105341879.226,288208430383.964,279296022987.919,327275583539.559,360281952716.797,392897054348.071,415867753863.874,421351477504.743,458820417337.807,468394937262.37,485441014538.638,514937948870.08,607699285433.872,709148514804.659,820381595512.902,940259888792.141,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823049927771.46,1827637859135.7,1856722121394.53,2039127446298.55,2103587813812.75,2294797980509.01,2651472946374.91,2702929718960.46,2831552222519.99,2667687951796.56,3173397590816.91,
